Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
"Band 12, I","Beyharting, ehem. Augustiner-Chorherrenstift",0,Sakral,"Beyharting, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.102-121.","Bauer-Wild, Anna",,,,102,121,Beyharting
"Band 12, I","Dettendorf, Filialkirche St. Nikolaus",0,Sakral,"Dettendorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.122-123.","Sauerländer, Brigitte",,,,122,123,Dettendorf
"Band 12, I","Ellmosen, Filialkirche St. Margareta",0,Sakral,"Ellmosen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.124-130.","Bauer-Wild, Anna",,,,124,130,Ellmosen
"Band 12, I","Evenhausen, Pfarrkirche St. Petrus",0,Sakral,"Evenhausen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.131-138.","Bauer-Wild, Anna",,,,131,138,Evenhausen
"Band 12, I","Flintsbach am Inn, Pfarrkirche St. Martin",0,Sakral,"Flintsbach, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.139-146.","Bauer-Wild, Anna / Sinkel, Kristin",,,,139,146,Flintsbach am Inn
"Band 12, I","Frasdorf, Pfarrkirche St. Margareta",0,Sakral,"Frasdorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.147-153.","Bauer-Wild, Anna",,,,147,153,Frasdorf
"Band 12, I","Frauenchiemsee, Benediktinerinnenabtei",0,Sakral,"Frauenchiemsee, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.154-161.","Bauer-Wild, Anna / Sinkel, Kristin",,,,154,161,Frauenchiemsee
"Band 12, I","Götting, Pfarrkirche St. Michael",0,Sakral,"Götting, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.162-169.","Bauer-Wild, Anna",,,,162,169,Götting
"Band 12, I","Greimharting, Filialkirche St. Peter und Paul",0,Sakral,"Greimharting, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.170-171.","Bauer-Wild, Anna",,,,170,171,Greimharting
"Band 12, I","Griesstädt, Pfarrkirche St. Johannes der Täufer",0,Sakral,"Griesstädt, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.172-174.","Bauer-Wild, Anna / Sinkel, Kristin",,,,172,174,Griesstädt
"Band 12, I","Großholzhausen, Pfarrkirche St. Georg",0,Sakral,"Großholzhausen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.175-182.","Bauer-Wild, Anna",,,,175,182,Großholzhausen
"Band 12, I","Heilig Blut am Wasen, Pfarrkirche Heiligste Dreifaltigkeit",0,Sakral,"Heilig Blut am Wasen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.183-186.","Bauer-Wild, Anna / Sinkel, Kristin",,,,183,186,Heilig Blut am Wasen
"Band 12, I","Herrenchiemsee, ehem. Augustiner-Chorherrenstift",0,Sakral,"Herrenchiemsee, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.187-252.","Bauer-Wild, Anna / Sinkel, Kristin",,,,187,252,Herrenchiemsee
"Band 12, I","Hilperting, Filialkirche St. Leonhard",0,Sakral,"Hilperting, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.253-258.","Bauer-Wild, Anna",,,,253,258,Hilperting
"Band 12, I","Hirnsberg, Pfarrkuratiekirche Mariä Himmelfahrt",0,Sakral,"Hirnsberg, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.259-262.","Bauer-Wild, Anna",,,,259,262,Hirnsberg
"Band 12, I","Högling, Filialkirche St. Martin",0,Sakral,"Högling, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.263-267.","Bauer-Wild, Anna",,,,263,267,Högling
"Band 12, I","Hohenaschau, ehem. Burg der Grafen Preysing-Hohenaschau",0,Profan,"Hohenaschau, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 1 Aising bis Hohenaschau, München 2006, S.268-302.","Bauer-Wild, Anna",,,,268,302,Hohenaschau
