Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
"Band 3, I","Neuried (Kr. München), Kuratiekirche St. Nikolaus",0,Sakral,"Neuried, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 257-258.","Böhm, Cordula",,X,,257,258,Neuried (Kr. München)
"Band 3, I","München-Mittersendling, Pfarrkirche St. Achaz",0,Sakral,"Sendling, St. Achaz, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 259-260.","Böhm, Cordula/Lüdicke, Lore",,X,,259,260,München-Mittersendling
"Band 3, I","München, Bibliothek des Klosters der Augustiner-Eremiten",0,Sakral,"Kloster der Augustiner-Eremiten, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 263.","Bauer-Wild, Anna",,X,,263,263,München
"Band 3, I","München, Ehem. Spital- und Klosterkirche der Barmherzigen Brüder",0,Sakral,"Spital der Barmherzigen Brüder, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 263.","Böhm, Cordula",,X,,263,263,München
"Band 3, I","München, Kapelle im ehem. Stadthaus des Klosters Ettal",0,Sakral,"Ettaler Klosterhaus, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 264.","Baur, Eva-Gesine",,X,,264,264,München
"Band 3, I","München, ehem. Obere Gruftkirche",0,Sakral,"Obere Gruftkirche, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 265.","Sinkel, Kristin",,X,,265,265,München
"Band 3, I","München, Peterskapelle, sog. Wieskapelle",0,Sakral,"Peterskapelle, sog. Wieskapelle, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 266.","Böhm, Cordula?",,X,,266,266,München
"Band 3, I","München, Kirche und Kloster des ehem. Pütrich-Regel-Hauses",0,Sakral,"Pütrich-Kloster, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 266-267.","Bauer-Wild, Anna",,X,,266,267,München
"Band 3, I","München, Kapelle im ehem. Kloster am Lilienberg",0,Sakral,"Au, Albertisches Haus am Lilienberg, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 267.","Bauer-Wild, Anna",,X,,267,267,München
"Band 3, I","München, Alte Mariahilfkirche",0,Sakral,"Alte Mariahilfkirche, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 268.","Bauer-Wild, Anna",,X,,268,268,München
"Band 3, I","München, Kirche und Kloster der ehem. Paulaner",0,Sakral,"Kloster der Paulaner, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 1: Sakralbauten, München 1987, S. 269-275.","Baur, Eva-Gesine",,X,,269,275,München
