Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
Band 2,"Dietramszell, ehem. Augustiner-Chorherrenstift, Pfarrkirche",0,Sakral,"Siehe die publizierten Bände des Vorgängerprojekts: Dietramszell, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 148-156.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,148,156,Dietramszell
Band 2,"Dietramszell, ehem. Augustiner-Chorherrenstift, Psallierkirche",0,Sakral,"Siehe die publizierten Bände des Vorgängerprojekts: Dietramszell, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 157.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,157,157,Dietramszell
Band 2,"Dietramszell, ehem. Augustiner-Chorherrenstift, ehem. Pfarrkirche",0,Sakral,"Siehe die publizierten Bände des Vorgängerprojekts: Dietramszell, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 158-164.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,158,164,Dietramszell
Band 2,"Einöd, Kapelle Schmerzhafter Heiland und Schmerzensmutter Maria",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 165.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,165,165,Einöd
Band 2,"Eurasburg, Schloss",0,Profan,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 166-175.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,166,175,Eurasburg
Band 2,"Gaissach, Pfarrkirche St. Michael",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 176-180.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,176,180,Gaissach
Band 2,"Gelting, Filialkirche St. Benedikt",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 181-182.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,181,182,Gelting
Band 2,"Grafing, Kapelle St. Ulrich",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 183-184.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,183,184,Grafing
Band 2,"Greiling, Filialkirche St. Nikolaus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 185-186.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,185,186,Greiling
Band 2,"Harmating, Schloss",0,Profan,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 187-190.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,187,190,Harmating
Band 2,"Jachenau, Pfarrkirche St. Nikolaus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 191-194.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,191,194,Jachenau
Band 2,"Klösterl am Walchensee, Hauskapelle St. Anna, Maria und Joseph",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 195-198.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,195,198,Klösterl am Walchensee
Band 2,"Kochel, Pfarrkirche St. Michael",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 199-202.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,199,202,Kochel
Band 2,"Königsdorf, Pfarrkirche St. Laurentius",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 203-208.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,203,208,Königsdorf
Band 2,"Lenggries, Pfarrkirche St. Jakobus Major",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 209-213.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,209,213,Lenggries
Band 2,"Lenggries, Kapelle Maria Hilf",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 214-215.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,214,215,Lenggries
Band 2,"Maria Elend, Wallfahrtskirche Zum Leidenden Erlöser und zur schmerzhaften Muttergottes",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 216-218.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,216,218,Maria Elend
Band 2,"Reichersbeuern, Pfarrkirche St. Korbinian",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 219-222.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,219,222,Reichersbeuern
Band 2,"Reutberg, Klosterkirche Mariä Verkündigung",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 223-228.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,223,228,Reutberg
Band 2,"Sachsenkam, Pfarrkirche St. Andreas",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 229-233.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,229,233,Sachsenkam
Band 2,"St. Leonhard, Wallfahrtskirche St. Leonhard",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 234-238.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,234,238,St. Leonhard
Band 2,"Schlehdorf, ehem. Augustinerchorherrenstift, Stiftskirche",0,Sakral,"Siehe die publizierten Bände des Vorgängerprojekts: Schlehdorf, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 239-245.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,239,245,Schlehdorf
Band 2,"Schlehdorf, ehem. Augustinerchorherrenstift, Psallierchor",0,Sakral,"Siehe die publizierten Bände des Vorgängerprojekts: Schlehdorf, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 246-247.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,246,247,Schlehdorf
Band 2,"Schlehdorf, ehem. Augustinerchorherrenstift, Bibliothek",0,Sakral,"Siehe die publizierten Bände des Vorgängerprojekts: Schlehdorf, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 2: Freistaat Bayern. Regierungsbezirk Oberbayern. Die Landkreise Bad Tölz-Wolfratshausen, Garmisch-Partenkirchen, Miesbach, München 1981, S. 248-251.","Bachter, Falk/Bauer-Wild, Anna/Böhm, Cordula/Lüdicke, Lore/Sinkel, Kristin",,X,,248,251,Schlehdorf
