Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
"Band 3, II","München, Residenz, Speisesaal",0,Profan,"Speisesaal der Münchner Residenz, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 344-345.",F.B.,,X,,344,345,München
"Band 3, II","München, Residenz, Ehemalige Cäcilienkapelle",0,Profan,"Ehemalige Cäcilienkapelle der Münchner Residenz, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 345-346.","Bauer-Wild, Anna",,X,,345,346,München
"Band 3, II","München, Altes Residenztheater",0,Profan,"Altes Residenztheater, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S.346-347.","Baur, Eva-Gesine",,X,,346,347,München
"Band 3, II","München, ehem. Hofgartengalerie",0,Profan,"Ehemalige Hofgartengalerie, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 348-351.","Volk-Knüttel, Brigitte",,X,,348,351,München
"Band 3, II","München, Schlosanlage Nymphenburg",0,Profan,"Nymphenburg, Großer oder Steinerner Saal, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 354-354.","Bauer-Wild, Anna/Lüdicke, Lore",,,,354,354,München
"Band 3, II","München, Schloss Nymphenburg, Großer oder Steinerner Saal",0,Profan,"Nymphenburg, Großer oder Steinerner Saal, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 355-379.","Bauer-Wild, Anna/Lüdicke, Lore",,,,355,379,München
"Band 3, II","München, Schloss Nymphenburg, die kurfürstlichen Appartements",0,Profan,"Nymphenburg, die kurfürstlichen Appartements, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 379-396.","Bauer-Wild, Anna/Lüdicke, Lore",,,,379,396,München
"Band 3, II","München, Schloss Nymphenburg, Schloßkapelle",0,Sakral,"Nymphenburg, Schloßkapelle, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 397-400.","Bauer-Wild, Anna",,,,397,400,München
"Band 3, II","München, Pagodenburg",0,Profan,"Pagodenburg, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 401-409.","Bauer-Wild, Anna",X,,,401,409,München
"Band 3, II","München, Badenburg",0,Profan,"Badenburg, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 410-416.","Bauer-Wild, Anna/Holler, Wolfgang",X,,,410,416,München
"Band 3, II","München, Magdalenenklause",0,Profan,"Magdalenenklause, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 417-420.","Bauer-Wild, Anna",X,,,417,420,München
"Band 3, II","München, Amalienburg",0,Profan,"Amalienburg, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 421-423.","Bauer-Wild, Anna",X,,,421,423,München
"Band 3, II","München, Schloss Nymphenburg, Drei ehemalige Kabinette im Hauptschloß",0,Profan,"Nymphenburg, Drei ehemalige Kabinette im Hauptschloß, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 424.","Bauer-Wild, Anna",,,,424,424,München
"Band 3, II","München, Schloss Nymphenburg, Ehemaliges Kaffeezimmer im Orangeriegebäude",0,Profan,"Nymphenburg, Ehemaliges Kaffeezimmer im Orangeriegebäude, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 424.","Bauer-Wild, Anna",,,,424,424,München
"Band 3, II","München, Klosterkirche der Chorfrauen von Notre Dame",0,Sakral,"Klosterkirche der Chorfrauen von Notre Dame, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 425-426.","Bauer-Wild, Anna",X,,,425,426,München
"Band 3, II","Oberschleißheim, Altes Schloss Schleißheim",0,Profan,"Altes Schloss, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 428-430.","Bauer-Wild, Anna/Sinkel, Kristin",,X,,428,430,Oberschleißheim
"Band 3, II","Oberschleißheim, Altes Schloss Schleißheim, Saal und Wohnräume",0,Profan,"Altes Schloss, Saal und Wohnräume, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 430-447.","Bauer-Wild, Anna/Sinkel, Kristin",,,,430,447,Oberschleißheim
"Band 3, II","Oberschleißheim, Altes Schloss Schleißheim, Wilhelmskapelle",0,Sakral,"Altes Schloss, Wilhelmskapelle, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 448.","Bauer-Wild, Anna/Sinkel, Kristin",,,,448,448,Oberschleißheim
"Band 3, II","Oberschleißheim, Schloss Lustheim",0,Profan,"Schloss Lustheim, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 449-487.","Bauer-Wild, Anna",,X,,449,481,Oberschleißheim
"Band 3, II","Oberschleißheim, Schloss Lustheim, Renatuskapelle",0,Sakral,"Schloss Lustheim, Renatuskapelle, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 482-483.","Bauer-Wild, Anna",,,,482,483,Oberschleißheim
"Band 3, II","Oberschleißheim, Schloss Lustheim, Sog. Schöner Stall",0,Profan,"Schloss Lustheim, Sog. Schöner Stall, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 484-487.","Baur, Eva-Gesine",,,,484,487,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim",0,Profan,"Neues Schloss, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 488.","Bauer-Wild, Anna/Holler, Wolfgang",,X,,488,488,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Salle des Colonnes",0,Profan,"Neues Schloss, Salle des Colonnes, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 488-493.","Bauer-Wild, Anna",,,,488,493,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Sala Terrena",0,Profan,"Neues Schloss, Sala Terrena, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 493-496.","Bauer-Wild, Anna",,,,493,496,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Südliche Antecamera",0,Profan,"Neues Schloss, Südliche Antecamera, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 496-499.","Bauer-Wild, Anna",,,,496,499,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Nördliche Antecamera",0,Profan,"Neues Schloss, Nördliche Antecamera, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 499-501.","Bauer-Wild, Anna",,,,499,502,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Speisesaal",0,Profan,"Neues Schloss, Speisesaal, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 502-506.","Bauer-Wild, Anna",,,,502,506,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Prunktreppenhaus",0,Profan,"Neues Schloss, Prunktreppenhaus, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 506-510.","Sinkel, Kristin",,,,506,510,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Großer oder Weißer Saal",0,Profan,"Neues Schloss, Großer oder Weißer Saal, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 510-514.",W.H.,,,,510,514,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Viktoriensaal",0,Profan,"Neues Schloss, Viktoriensaal, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 515-518.",W.H.,,,,515,518,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Große Galerie",0,Profan,"Neues Schloss, Große Galerie, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 519-524.","Bauer-Wild, Anna / W.H.",,,,519,524,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Vor-, Audienz-, Schlaf- und Wohnzimmer des Kurfürsten",0,Profan,"Neues Schloss, Vor-, Audienz-, Schlaf- und Wohnzimmer des Kurfürsten, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 525-534.",W.H.,,,,525,534,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Jagdkabinett oder Rotes Kabinett",0,Profan,"Neues Schloss, Jagdkabinett oder Rotes Kabinett, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 534-536.","Bauer-Wild, Anna",,,,534,536,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Niederländisches Malerei-Kabinett oder Braunes Kabinett",0,Profan,"Neues Schloss, Niederländisches Malerei-Kabinett oder Braunes Kabinett, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 536-538.","Bauer-Wild, Anna",,,,536,538,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Vor-, Audienz-, Schlaf- und Wohnzimmer der Kurfürstin",0,Profan,"Neues Schloss, Vor-, Audienz-, Schlaf- und Wohnzimmer der Kurfürstin, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 538-547.",W.H.,,,,538,547,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Kammerkapelle der Kurfürstin",0,Sakral,"Neues Schloss, Kammerkapelle der Kurfürstin, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 547-548.","Bauer-Wild, Anna",,,,547,548,Oberschleißheim
"Band 3, II","Oberschleißheim, Neues Schloss Schleißheim, Maximilianskapelle",0,Sakral,"Neues Schloss, Maximilianskapelle, in: Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 3: Freistadt Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis München, Teil 2: Profanbauten, München 1989, S. 548-552.","Sinkel, Kristin",,,,548,552,Oberschleißheim
