Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
"Band 12, II","Niederaschau, Pfarrkirche Mariä Reinigung",0,Sakral,"Niederaschau, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.367-379.","Bauer-Wild, Anna",,,,367,379,Niederaschau
"Band 12, II","Niederaschau, Kreuzkapell",0,Sakral,"Niederaschau, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.380-385.","Bauer-Wild, Anna",,,,380,385,Niederaschau
"Band 12, II","Nußdorf am Inn, Filial- und Wallfahrtskirche St. Leonhard",0,Sakral,"Nußdorf am Inn, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.386-393.","Bauer-Wild, Anna",,,,386,393,Nußdorf am Inn
"Band 12, II","Pfraundorf, Pfarrkirche St. Nikolaus",0,Sakral,"Pfraundorf, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.394-399.","Bauer-Wild, Anna",,,,394,399,Pfraundorf
"Band 12, II","Prien am Chiemsee, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Prien am Chiemsee, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.400-410.","Bauer-Wild, Anna",,,,400,410,Prien am Chiemsee
"Band 12, II","Rain/Thalkirchen, Filialkirche St. Andreas",0,Sakral,"Rain/Thalkirchen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.411-416.","Bauer-Wild, Anna",,,,411,416,Rain/Thalkirchen
"Band 12, II","Ramerberg, Pfarrkirche St. Leonhard",0,Sakral,"Ramerberg, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.417-420.","Bauer-Wild, Anna",,,,417,420,Ramerberg
"Band 12, II","Rosenheim, Roßackerkapelle",0,Sakral,"Rosenheim, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.421-425.","Bauer-Wild, Anna / Sinkel, Kristin",,,,421,425,Rosenheim
"Band 12, II","Rosenheim, Loretokapelle",0,Sakral,"Rosenheim, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.426-432.","Bauer-Wild, Anna / Sinkel, Kristin",,,,426,432,Rosenheim
"Band 12, II","Rott am Inn, ehem. Benediktinerabtei",0,Sakral,"Rott am Inn, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.433-461.","Bauer-Wild, Anna",,,,433,461,Rott am Inn
"Band 12, II","Sachrang, Pfarrkirche St. Michael",0,Sakral,"Sachrang, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.462-466.","Bauer-Wild, Anna",,,,462,466,Sachrang
"Band 12, II","Sankt Florian, Wallfahrtskirche St. Florian",0,Sakral,"Sankt Florian, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.467-469.","Bauer-Wild, Anna",,,,467,469,Sankt Florian
"Band 12, II","Sankt Salvator, Wallfahrtskirche St. Salvator",0,Sakral,"Sankt Salvator, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.470-471.","Bauer-Wild, Anna",,,,470,471,Sankt Salvator
"Band 12, II","Schönau, Pfarrkirche Mariä Himmelfahrt",0,Sakral,"Schönau, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.472-477.","Bauer-Wild, Anna",,,,472,477,Schönau
"Band 12, II","Schonstett, Pfarrkirche St. Johannes der Täufer",0,Sakral,"Schonstett, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.478-479.","Bauer-Wild, Anna",,,,478,479,Schonstett
"Band 12, II","Schwarzlack, Filial- und Wallfahrtskirche Unsere Liebe Frau von der Immerwährenden Hilfe und St. Johann Nepomuk",0,Sakral,"Schwarzlack, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.480-487.","Bauer-Wild, Anna / Sinkel, Kristin",,,,480,487,Schwarzlack
"Band 12, II","Schweinsteig, Kapelle",0,Sakral,"Schweinsteig, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.488-491.","Bauer-Wild, Anna / Sinkel, Kristin",,,,488,491,Schweinsteig
"Band 12, II","Strasskirchen, Filialkirche St. Georg",0,Sakral,"Straßkirchen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.492-493.","Bauer-Wild, Anna",,,,492,493,Strasskirchen
"Band 12, II","Tattenhausen, Pfarrkuratiekirche Inventio Crucis",0,Sakral,"Tattenhausen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.494-496.","Bauer-Wild, Anna",,,,494,496,Tattenhausen
"Band 12, II","Umrathshausen, Filialkirche Heilig Blut",0,Sakral,"Umrathshausen, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.497-502.","Bauer-Wild, Anna / Sinkel, Kristin",,,,497,502,Umrathshausen
"Band 12, II","Wasserburg am Inn, Frauenkirche",0,Sakral,"Wasserburg am Inn, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.503-518.","Bauer-Wild, Anna",,,,503,518,Wasserburg am Inn
"Band 12, II","Weidachwies, Kapelle Heilige Sieben Zufluchten",0,Sakral,"Weidachwies, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.519.","Bauer-Wild, Anna / Sinkel, Kristin",,,,519,519,Weidachwies
"Band 12, II","Weihenlinden, Pfarr- und Wallfahrtskirche Heiligste Dreifaltigkeit und Unserer Lieben Frauen Hilf",0,Sakral,"Weihenlinden, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.520-541.","kein Autorenvermerk (wahrscheinlich Bauer-Wild, Anna)",,,,520,541,Weihenlinden
"Band 12, II","Westerham, Filialkirche St. Johannes der Täufer",0,Sakral,"Westerham, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.542-548.","Bauer-Wild, Anna",,,,542,548,Westerham
"Band 12, II","Wildenwart, Schloss",0,Profan,"Wildenwart, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.549-553.","Bauer-Wild, Anna",,,,549,553,Wildenwart
"Band 12, II","Willing, Pfarrkirche St. Jakobus der Ältere",0,Sakral,"Willing, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.554-560.","Bauer-Wild, Anna",,,,554,560,Willing
"Band 12, II","Windhag, Kapelle Mariä Vermählung",0,Sakral,"Windhang, in: Bauer, Hermann/Rupprecht, Bernhard/Büttner, Frank: Corpus der barocken Deckenmalerei in Deutschland, Bd.12: Freistaat Bayern. Regierungsbezirk Oberbayern. Stadt und Landkreis Rosenheim, Teil 2 Jakobsberg bis Windhag, München 2006, S.561-563.","Bauer-Wild, Anna / Sinkel, Kristin",,,,561,563,Windhag
